"","submit_name","submit_bety_id","submit_in_PFT","accept_name","accept_bety_id","accept_in_PFT","sourceid","score","authority","uri","case"
"120","tachigali versicolor",50999,TRUE,"Tachigali versicolor",50999,TRUE,"iPlant_TNRS","1","Standl. & L.O. Williams","http://www.tropicos.org/Name/13001906",1
"121","tapirira guianensis",1000014356,TRUE,"Tapirira guianensis",1000014356,TRUE,"iPlant_TNRS","1","Aubl.","http://www.tropicos.org/Name/1300281",1
"122","terminalia amazonia",1000014401,TRUE,"Terminalia amazonia",1000014401,TRUE,"iPlant_TNRS","1","(J.F. Gmel.) Exell","http://www.tropicos.org/Name/8200207",1
"123","trattinnickia aspera",1000014798,TRUE,"Trattinnickia aspera",1000014798,TRUE,"iPlant_TNRS","1","(Standl.) Swart","http://www.tropicos.org/Name/4700241",1
"124","virola sebifera",25996,TRUE,"Virola sebifera",25996,TRUE,"iPlant_TNRS","1","Aubl.","http://www.tropicos.org/Name/21800101",1
"125","vismia billbergiana",1000015206,TRUE,"Vismia billbergiana",1000015206,TRUE,"iPlant_TNRS","1","Beurl.","http://www.tropicos.org/Name/7800776",1
"126","vochysia ferruginea",1000015271,TRUE,"Vochysia ferruginea",1000015271,TRUE,"iPlant_TNRS","1","Mart.","http://www.tropicos.org/Name/34100141",1
"127","vochysia thyrsoidea",1000020878,TRUE,"Vochysia thyrsoidea",1000020878,TRUE,"iPlant_TNRS","1","Pohl","http://www.tropicos.org/Name/50184812",1
"128","xylopia macrantha",1000015453,TRUE,"Xylopia macrantha",1000015453,TRUE,"iPlant_TNRS","1","Triana & Planch.","http://www.tropicos.org/Name/1600511",1
"129","zanthoxylum panamense",51088,TRUE,"Zanthoxylum panamense",51088,TRUE,"iPlant_TNRS","1","P. Wilson","http://www.tropicos.org/Name/28100631",1
"130","zuelania guidonia",51093,TRUE,"Zuelania guidonia",51093,TRUE,"iPlant_TNRS","1","(Sw.) Britton & Millsp.","http://www.tropicos.org/Name/13200529",1
"131","acinodendron pohlianum",NA,FALSE,"Miconia leucocarpa",1000020880,TRUE,"iPlant_TNRS","1","DC.","http://www.tropicos.org/Name/20301140",7
"132","adansonia rubrostipa",NA,FALSE,"Adansonia rubrostipa",NA,FALSE,"iPlant_TNRS","1","Jum. & H. Perrier","http://www.tropicos.org/Name/3900453",11
"133","adansonia za",NA,FALSE,"Adansonia za",NA,FALSE,"iPlant_TNRS","1","Baill.","http://www.tropicos.org/Name/3900455",11
"134","agathis borneensis",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"135","aglaia glabrata",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"136","alphitonia excelsa",NA,FALSE,"Alphitonia excelsa",NA,FALSE,"iPlant_TNRS","1","(Fenzl) Reissek ex Benth.","http://www.tropicos.org/Name/100286031",11
"137","alphonsea monogyna",NA,FALSE,"Alphonsea monogyna",NA,FALSE,"iPlant_TNRS","1","Merr. & Chun","http://www.tropicos.org/Name/1602752",11
"138","amphipterygium adstringens",NA,FALSE,"Amphipterygium adstringens",NA,FALSE,"iPlant_TNRS","1","(Schltdl.) Standl.","http://www.tropicos.org/Name/16800004",11
"139","amyxa pluricornis",NA,FALSE,"Amyxa pluricornis",NA,FALSE,"iPlant_TNRS","1","(Radlk.) Domke","http://www.tropicos.org/Name/50296273",11
"140","antirrhea trichantha",NA,FALSE,"Pittoniotis trichantha",1000011255,TRUE,"iPlant_TNRS","0.98","Griseb.","http://www.tropicos.org/Name/27903746",7
"141","apoplanesia paniculata",NA,FALSE,"Apoplanesia paniculata",NA,FALSE,"iPlant_TNRS","1","C. Presl","http://www.tropicos.org/Name/13047084",11
"142","araucaria hunsteinii",1000020888,FALSE,"Titanodendron hunsteinii",NA,FALSE,"iPlant_TNRS","1","(K. Schum.) A.V.Bobrov & Melikyan","http://www.tropicos.org/Name/100268937",10
"143","aspidosperma cruenta",NA,FALSE,"Aspidosperma desmanthum",1000000969,TRUE,"iPlant_TNRS","0.94","Benth. ex Müll. Arg.","http://www.tropicos.org/Name/1800106",7
"144","aspidosperma tomentosum",49981,FALSE,"Aspidosperma tomentosum",49981,FALSE,"iPlant_TNRS","1","Mart.","http://www.tropicos.org/Name/1802208",2
"145","austromyrtus bidwillii",NA,FALSE,"Gossia bidwillii",1000020889,FALSE,"iPlant_TNRS","1","(Benth.) N. Snow & Guymer","http://www.tropicos.org/Name/50238673",8
"146","baccaurea ramiflora",14893,FALSE,"Baccaurea ramiflora",14893,FALSE,"iPlant_TNRS","1","Lour.","http://www.tropicos.org/Name/50056948",2
"147","barringtonia racemosa",18401,FALSE,"Barringtonia racemosa",18401,FALSE,"iPlant_TNRS","1","(L.) Spreng.","http://www.tropicos.org/Name/17900318",2
"148","bauhinia variegate",NA,FALSE,"Bauhinia variegata",19251,TRUE,"iPlant_TNRS","0.98","L.","http://www.tropicos.org/Name/13027460",7
"149","bischofia javanica",22718,FALSE,"Bischofia javanica",22718,FALSE,"iPlant_TNRS","1","Blume","http://www.tropicos.org/Name/12801991",2
"150","bourreria cumanensis",NA,FALSE,"Bourreria cumanensis",NA,FALSE,"iPlant_TNRS","1","(Loefl.) O.E. Schulz","http://www.tropicos.org/Name/4002683",11
"151","brachychiton australis",NA,FALSE,"Brachychiton australis",NA,FALSE,"iPlant_TNRS","1","A. Terracc.","http://www.tropicos.org/Name/30401452",11
"152","bursera heteresthes",NA,FALSE,"Bursera heteresthes",NA,FALSE,"iPlant_TNRS","1","Bullock","http://www.tropicos.org/Name/4700022",11
"153","bursera instabilis",NA,FALSE,"Bursera instabilis",NA,FALSE,"iPlant_TNRS","1","McVaugh & Rzed.","http://www.tropicos.org/Name/4700598",11
"154","bursera simarouba",NA,FALSE,"Bursera simaruba",227,TRUE,"iPlant_TNRS","0.98","(L.) Sarg.","http://www.tropicos.org/Name/4700231",7
"155","caesalpinia sclerocarpa",NA,FALSE,"Caesalpinia sclerocarpa",NA,FALSE,"iPlant_TNRS","1","Standl.","http://www.tropicos.org/Name/13003316",11
"156","canarium caudatum",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"157","canella winterana",45817,FALSE,"Canella winterana",45817,FALSE,"iPlant_TNRS","1","(L.) Gaertn.","http://www.tropicos.org/Name/5600007",2
"158","capparis aristiguetae",50069,FALSE,"Capparis",46151,FALSE,"iPlant_TNRS","0.5","L.","http://www.tropicos.org/Name/40000978",6
"159","castanopsis indica ",NA,FALSE,"",NA,FALSE,NA,NA,NA,NA,13
"160","celtis philippensis",NA,FALSE,"Celtis philippensis",NA,FALSE,"iPlant_TNRS","1","Blanco","http://www.tropicos.org/Name/33300057",11
"161","celtis tetrandra",NA,FALSE,"Celtis tetrandra",NA,FALSE,"iPlant_TNRS","1","Roxb.","http://www.tropicos.org/Name/33300179",11
"162","chrysophllum cainito",NA,FALSE,"Chrysophyllum cainito",28944,TRUE,"iPlant_TNRS","0.99","L.","http://www.tropicos.org/Name/28700679",7
"163","cipadessa baccifera",NA,FALSE,"Cipadessa baccifera",NA,FALSE,"iPlant_TNRS","1","(Roth) Miq.","http://www.tropicos.org/Name/20400001",11
"164","cleistanthus sumatranus",NA,FALSE,"Cleistanthus sumatranus",NA,FALSE,"iPlant_TNRS","1","(Miq.) Müll. Arg.","http://www.tropicos.org/Name/50056473",11
"165","cnidoscolus spinosus",NA,FALSE,"Cnidoscolus spinosus",NA,FALSE,"iPlant_TNRS","1","Lundell","http://www.tropicos.org/Name/12805203",11
"166","cochlospermum gillivraei",1000020890,FALSE,"Maximilianea gillivraei",NA,FALSE,"iPlant_TNRS","1","(Benth.) Kuntze","http://www.tropicos.org/Name/100220654",10
"167","cordia collococa",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"168","cordia elaeagnoides",NA,FALSE,"Cordia elaeagnoides",NA,FALSE,"iPlant_TNRS","1","DC.","http://www.tropicos.org/Name/4002674",11
"169","cordia inermis",1000020891,FALSE,"Varronia inermis",NA,FALSE,"iPlant_TNRS","1","(Mill.) Borhidi","http://www.tropicos.org/Name/50287395",10
"170","corymbia erythrophloia",NA,FALSE,"Corymbia erythrophloia",NA,FALSE,"iPlant_TNRS","1","(Blakely) K.D. Hill & L.A.S. Johnson","http://www.tropicos.org/Name/100172611",11
"171","cosmibuena valerioi",NA,FALSE,"Cosmibuena valerioi",NA,FALSE,"iPlant_TNRS","1","(Standl.) C.M. Taylor","http://www.tropicos.org/Name/27909344",11
"172","cotylelobium burckii",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"173","coursetia arborea",50163,FALSE,"Coursetia ferruginea",1000003609,TRUE,"iPlant_TNRS","1","(Kunth) Lavin","http://www.tropicos.org/Name/13069025",5
"174","croton crassifolius",NA,FALSE,"Croton crassifolius",NA,FALSE,"iPlant_TNRS","1","Geiseler","http://www.tropicos.org/Name/50064912",11
"175","diospyros brachiata",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"176","diospyros hermaphroditica",NA,FALSE,"Diospyros hermaphroditica",NA,FALSE,"iPlant_TNRS","1","(Zoll.) Bakh. ex Steenis","http://www.tropicos.org/Name/100324663",11
"177","diospyros mindanaensis",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"178","dipterocarpus globosus",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"179","drimys insipida",NA,FALSE,"Drimys insipida",NA,FALSE,"iPlant_TNRS","1","(R. Br. ex DC.) Druce","http://www.tropicos.org/Name/50108868",11
"180","drimys winteri",40294,FALSE,"Drimys granadensis var. mexicana",NA,FALSE,"iPlant_TNRS","1","(DC.) A.C. Sm.","http://www.tropicos.org/Name/34200011",10
"181","dryobalanops aromatica",40969,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"182","dryobalanops sumatrensis",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"183","dussia munda",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"184","eriotheca pubescens",NA,FALSE,"Eriotheca pubescens",NA,FALSE,"iPlant_TNRS","1","(Mart. & Zucc.) Schott & Endl.","http://www.tropicos.org/Name/3900479",11
"185","esenbeckia nesiotica",NA,FALSE,"Esenbeckia nesiotica",NA,FALSE,"iPlant_TNRS","1","Standl.","http://www.tropicos.org/Name/28100108",11
"186","eugenia ampullaria",NA,FALSE,"Syzygium ampullarium",1000020892,FALSE,"iPlant_TNRS","1","(Stapf) Merr. & L.M. Perry","http://www.tropicos.org/Name/100263734",8
"187","eugenia bankensis",NA,FALSE,"Syzygium bankense",1000020893,FALSE,"iPlant_TNRS","1","(Hassk.) Merr. & L.M. Perry","http://www.tropicos.org/Name/100263780",8
"188","eugenia muelleri",NA,FALSE,"Syzygium muelleri",1000020894,FALSE,"iPlant_TNRS","1","(Miq.) Miq.","http://www.tropicos.org/Name/100264357",8
"189","ficus concinna",NA,FALSE,"Ficus concinna",NA,FALSE,"iPlant_TNRS","1","(Miq.) Miq.","http://www.tropicos.org/Name/50132046",11
"190","galbulimima baccata",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"191","gnetum costatum",NA,FALSE,"Gnetum costatum",NA,FALSE,"iPlant_TNRS","1","K. Sch.","http://www.tropicos.org/Name/14300144",11
"192","gnetum gnemon",48766,FALSE,"Gnetum gnemon",48766,FALSE,"iPlant_TNRS","1","L.","http://www.tropicos.org/Name/14300128",2
"193","gossia bidwillii",1000020889,FALSE,"Gossia bidwillii",1000020889,FALSE,"iPlant_TNRS","1","(Benth.) N. Snow & Guymer","http://www.tropicos.org/Name/50238673",2
"194","guapira",5467,FALSE,"Guapira",5467,FALSE,"iPlant_TNRS","1","Aubl.","http://www.tropicos.org/Name/40017912",2
"195","guapira areolata",NA,FALSE,"Guapira areolata",NA,FALSE,"iPlant_TNRS","1","(Heimerl) Lundell","http://www.tropicos.org/Name/22500644",11
"196","harpullia cupanioides",1000020895,FALSE,"Harpullia ramiflora",NA,FALSE,"iPlant_TNRS","1","Radlk.","http://www.tropicos.org/Name/100398304",10
"197","heliocarpus pallidus",NA,FALSE,"Heliocarpus pallidus",NA,FALSE,"iPlant_TNRS","1","Rose","http://www.tropicos.org/Name/32200607",11
"198","heritiera sumatrana",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"199","hibiscus",19743,FALSE,"Hibiscus",19743,FALSE,"iPlant_TNRS","1","L.","http://www.tropicos.org/Name/40025797",2
"200","homalanthus novoguineensis",NA,FALSE,"Homalanthus novoguineensis",NA,FALSE,"iPlant_TNRS","1","(Warb.) K. Schum.","http://www.tropicos.org/Name/50250189",11
"201","homalium moultonii",1000020882,FALSE,"Homalium",22750,FALSE,"iPlant_TNRS","0.5","Jacq.","http://www.tropicos.org/Name/40027071",6
"202","horsfieldia",24048,FALSE,"Horsfieldia",24048,FALSE,"iPlant_TNRS","1","Willd.","http://www.tropicos.org/Name/40027709",2
"203","hymenaea stignocarpa",NA,FALSE,"Hymenaea stigonocarpa",1000020879,TRUE,"iPlant_TNRS","0.99","Mart. ex Hayne","http://www.tropicos.org/Name/13020524",7
"204","hymenea courbaril",NA,FALSE,"Hymenaea courbaril",27020,TRUE,"iPlant_TNRS","0.98","L.","http://www.tropicos.org/Name/13005950",7
"205","idiospermum australiense",NA,FALSE,"Idiospermum australiense",NA,FALSE,"iPlant_TNRS","1","(Diels) S.T. Blake","http://www.tropicos.org/Name/100355716",11
"206","illicium floridanum",32425,FALSE,"Illicium floridanum",32425,FALSE,"iPlant_TNRS","1","J. Ellis","http://www.tropicos.org/Name/19300028",2
"207","isonandra lanceolata",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"208","lasiococca comberi",NA,FALSE,"Lasiococca comberi",NA,FALSE,"iPlant_TNRS","1","Haines","http://www.tropicos.org/Name/50049911",11
"209","lonchocarpus dipteroneurus",49882,FALSE,"Lonchocarpus pubescens",NA,FALSE,"iPlant_TNRS","1","(Willd.) DC.","http://www.tropicos.org/Name/13022005",10
"210","lophopetalum subobovatum",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","0.5","","",13
"211","macaranga denticulata",NA,FALSE,"Macaranga denticulata",NA,FALSE,"iPlant_TNRS","1","(Blume) Müll. Arg.","http://www.tropicos.org/Name/12800072",11
"212","mallotus wrayi",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"213","michelia hypolampra",NA,FALSE,"Michelia gioi",NA,FALSE,"iPlant_TNRS","1","(A. Chev.) Sima & Hong Yu","http://www.tropicos.org/Name/50333308",12
"214","miconia",5736,FALSE,"Miconia",5736,FALSE,"iPlant_TNRS","1","Ruiz & Pav.","http://www.tropicos.org/Name/40018467",2
"215","miconia pohliana",NA,FALSE,"Miconia leucocarpa",1000020880,TRUE,"iPlant_TNRS","1","DC.","http://www.tropicos.org/Name/20301140",7
"216","millettia cubitti",NA,FALSE,"Millettia cubittii",1000020897,FALSE,"iPlant_TNRS","0.98","Dunn","http://www.tropicos.org/Name/13060114",8
"217","millettia leptobotrya",NA,FALSE,"Millettia leptobotrya",NA,FALSE,"iPlant_TNRS","1","Dunn","http://www.tropicos.org/Name/13060147",11
"218","myrsine ferruginea",NA,FALSE,"Myrsine coriacea subsp. coriacea",1000020881,TRUE,"iPlant_TNRS","1","","http://www.tropicos.org/Name/50096857",7
"219","nectandra purpurascens",1000020884,FALSE,"Nectandra",19730,FALSE,"iPlant_TNRS","0.5","Rol. ex Rottb.","http://www.tropicos.org/Name/40025736",6
"220","nephelium lappaceum",21315,FALSE,"Nephelium lappaceum",21315,FALSE,"iPlant_TNRS","1","L.","http://www.tropicos.org/Name/50009191",2
"221","oreopanax nubigenus",NA,FALSE,"Oreopanax nubigenus",NA,FALSE,"iPlant_TNRS","1","Standl.","http://www.tropicos.org/Name/2200778",11
"222","ouratea hexasperma",50687,FALSE,"Ouratea hexasperma",50687,FALSE,"iPlant_TNRS","1","(A. St.-Hil.) Baill.","http://www.tropicos.org/Name/50044290",2
"223","payena endertii",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"224","pentace adenophora",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","0.5","","",13
"225","piptadenia constricta",NA,FALSE,"Piptadenia obliqua",1000020898,FALSE,"iPlant_TNRS","1","(Pers.) J.F. Macbr.","http://www.tropicos.org/Name/13012488",8
"226","pistacia weinmannifolia",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"227","podocarpus latifolius",1050,FALSE,"Podocarpus latifolius",1050,FALSE,"iPlant_TNRS","1","(Thunb.) R. Br. ex Mirb.","http://www.tropicos.org/Name/25600041",2
"228","podocarpus neriifolius",33546,FALSE,"Podocarpus neriifolius",33546,FALSE,"iPlant_TNRS","1","D. Don","http://www.tropicos.org/Name/25600056",2
"229","protium",NA,FALSE,"Protium",NA,FALSE,"iPlant_TNRS","1","Burm. f.","http://www.tropicos.org/Name/40016610",11
"230","quercus oleoides",NA,FALSE,"Quercus oleoides",NA,FALSE,"iPlant_TNRS","1","Schltdl. & Cham.","http://www.tropicos.org/Name/13100316",11
"231","rehdera trinervis",NA,FALSE,"Rehdera trinervis",NA,FALSE,"iPlant_TNRS","1","(S.F. Blake) Moldenke","http://www.tropicos.org/Name/33702467",11
"232","ruprechtia fusca",NA,FALSE,"Ruprechtia fusca",NA,FALSE,"iPlant_TNRS","1","Fernald","http://www.tropicos.org/Name/50148878",11
"233","santiria mollis",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","0.5","","",13
"234","schefflera pittieri",NA,FALSE,"Schefflera pittieri",NA,FALSE,"iPlant_TNRS","1","Harms","http://www.tropicos.org/Name/2200765",11
"235","shorea faguetiana",1000020885,FALSE,"Shorea",8847,FALSE,"iPlant_TNRS","0.5","Roxb. ex C.F. Gaertn.","http://www.tropicos.org/Name/40036194",6
"236","shorea mecistopteryx",1000020886,FALSE,"Shorea",8847,FALSE,"iPlant_TNRS","0.5","Roxb. ex C.F. Gaertn.","http://www.tropicos.org/Name/40036194",6
"237","shorea ovalis",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"238","sindora leiocarpa",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"239","stemonurus umbellatus",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","0.5","","",13
"240","streblus asper",NA,FALSE,"Streblus asper",NA,FALSE,"iPlant_TNRS","1","Lour.","http://www.tropicos.org/Name/50064863",11
"241","syzygium latilimbum",NA,FALSE,"Syzygium megacarpum",1000020899,FALSE,"iPlant_TNRS","1","Rathakr. & N.C. Nair","http://www.tropicos.org/Name/50309219",8
"242","syzygium szemaoense",NA,FALSE,"Syzygium szemaoense",NA,FALSE,"iPlant_TNRS","1","Merr. & L.M. Perry","http://www.tropicos.org/Name/22107541",11
"243","tachigalia versicolor",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"244","trema orientalis",3418,FALSE,"Trema orientalis",3418,FALSE,"iPlant_TNRS","1","(L.) Blume","http://www.tropicos.org/Name/33300010",2
"245","trichilia dregeana",NA,FALSE,"Trichilia dregeana",NA,FALSE,"iPlant_TNRS","1","Sond.","http://www.tropicos.org/Name/20400492",11
"246","trichospermum pleiostigma",1000020887,FALSE,"Trichospermum",5170,FALSE,"iPlant_TNRS","0.5","Blume","http://www.tropicos.org/Name/40017818",6
"247","trimenia neocaledonica",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"248","turpinia pomifera",NA,FALSE,"Turpinia pomifera",NA,FALSE,"iPlant_TNRS","1","(Roxb.) DC.","http://www.tropicos.org/Name/50092419",11
"249","xerospermum laevigatum",1000020900,FALSE,"Xerospermum",NA,FALSE,"iPlant_TNRS","0.5","Blume","http://www.tropicos.org/Name/40027368",10
"250","zygogynum baillonii",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"251","zygogynum bicolor",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"252","zygogynum pancheri",NA,FALSE,"Zygogynum pancheri",NA,FALSE,"iPlant_TNRS","1","(Baill.) Vink","http://www.tropicos.org/Name/50197622",11
"253","zygogynum pomiferum",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"254","zygogynum queenslandianum",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","0.5","","",13
"255","zygogynum semecarpoides",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","0.5","","",13
