"id","citation_id","site_id","treatment_id","name","date","time","cultivar_id","specie_id","mean","statname","stat","n","vname","month","lon","lat","control","greenhouse","mean_unconverted","stat_unconverted"
24672,63,391,141,NA,2004-06-15 00:00:00,"00:00:00",94,1072,15.61,NA,NA,4,"SLA",6,-92.77,39.02,NA,FALSE,15.61,NA
24673,63,391,141,NA,2004-06-15 00:00:00,"00:00:00",95,1072,18.18,NA,NA,4,"SLA",6,-92.77,39.02,NA,FALSE,18.18,NA
24674,63,391,141,NA,2004-06-15 00:00:00,"00:00:00",96,1072,16.85,NA,NA,4,"SLA",6,-92.77,39.02,NA,FALSE,16.85,NA
24739,104,449,359,"Observational",2005-06-15 00:00:00,"00:00:00",NA,1072,17.47,"SE",1.1,4,"SLA",6,1.87,47.77,TRUE,NA,17.47,1.1
24742,105,451,464,"plant date/rotation",2001-06-17 00:00:00,"00:00:00",268,1072,12.646,NA,NA,NA,"SLA",6,-0.83,51.12,TRUE,NA,12.646,NA
37577,381,602,1220,"observational",2010-06-01 00:00:00,"00:00:00",NA,1072,15.4309,NA,1.0741,9,"SLA",6,NA,NA,TRUE,NA,15.4309,1.0741
37598,381,602,1220,"observational",2010-08-01 00:00:00,"00:00:00",NA,1072,15.4144,NA,3.4352,12,"SLA",8,NA,NA,TRUE,NA,15.4144,3.4352
37619,381,602,1220,"observational",2010-09-01 00:00:00,"00:00:00",NA,1072,12.6156,NA,2.4407,8,"SLA",9,NA,NA,TRUE,NA,12.6156,2.4407
38631,415,630,1316,"Observational",NA,"00:00:00",NA,569,13.8,NA,NA,NA,"SLA",NA,-89.4293,43.0399,TRUE,FALSE,13.8,NA
38670,415,630,1316,"Observational",NA,"00:00:00",NA,1072,10.9,NA,NA,NA,"SLA",NA,-89.4293,43.0399,TRUE,FALSE,10.9,NA
38750,415,629,1316,"Observational",NA,"00:00:00",NA,569,13.2,NA,NA,NA,"SLA",NA,-90.12,42.95,TRUE,FALSE,13.2,NA
38831,424,639,1329,"Observational",NA,"00:00:00",NA,575,15.11,"SE",0.32,60,"SLA",NA,-90.116667,45.8,TRUE,FALSE,15.11,0.32
38944,426,641,1337,"High light low nutrients",2003-01-01 00:00:00,"00:00:00",NA,569,4.42106037334357,"SE",0.0684142868768258,3,"LMA",1,-79.394532,43.663349,TRUE,TRUE,0.22624434,0.0035
38945,426,641,1335,"High light high nutrients",2003-01-01 00:00:00,"00:00:00",NA,569,3.91006024348845,"SE",0.0152832331572732,3,"LMA",1,-79.394532,43.663349,TRUE,TRUE,0.25575448,0.001
38946,426,641,1334,"Low light low nutrients",2003-01-01 00:00:00,"00:00:00",NA,569,1.85002308723096,"SE",0.00650061261019703,3,"LMA",1,-79.394532,43.663349,TRUE,TRUE,0.54054054,0.0019
38947,426,641,1336,"Low light high nutrients",2003-01-01 00:00:00,"00:00:00",NA,569,1.78000576361656,"SE",0.00316726092468292,3,"LMA",1,-79.394532,43.663349,TRUE,TRUE,0.56179775,0.001
44172,563,863,1675,"observational",NA,"00:00:00",NA,1314,18.1878423146922,"SE",0.330874815327586,3,"LMA",NA,175.618511,-40.348268,TRUE,TRUE,0.055,0.001
44599,485,57,1515,"Observational- Dillaway",NA,"00:00:00",NA,1072,18,"SE",0.4,4,"SLA",NA,-88.67,37.45,TRUE,FALSE,18,0.4
44603,485,799,1515,"Observational- Dillaway",NA,"00:00:00",NA,1072,13.5,"SE",1.5,4,"SLA",NA,-89.35,43.3,TRUE,FALSE,13.5,1.5
44607,485,798,1515,"Observational- Dillaway",NA,"00:00:00",NA,1072,19,"SE",0.5,4,"SLA",NA,-89.37,45.65,TRUE,FALSE,19,0.5
44715,603,796,1779,"observational",NA,"00:00:00",NA,569,16.5836167173063,NA,2.19226472842804,18,"LMA",NA,-71.288077,44.06464,TRUE,FALSE,0.0613,0.0077
51684,782,1226,2434,"Observations",1992-06-15 04:00:00,NA,NA,6414,5.768,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,5.768,NA
51689,782,1226,2434,"Observations",1990-08-30 04:00:00,NA,NA,25975,6.683,NA,NA,NA,"SLA",8,-65.74,18.31,TRUE,FALSE,6.683,NA
51694,782,1226,2434,"Observations",1992-06-22 04:00:00,NA,NA,51195,7.216,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,7.216,NA
51699,782,1226,2434,"Observations",1992-06-22 04:00:00,NA,NA,2541,7.297,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,7.297,NA
51704,782,1226,2434,"Observations",1990-08-28 04:00:00,NA,NA,44834,7.317,NA,NA,NA,"SLA",8,-65.74,18.31,TRUE,FALSE,7.317,NA
51709,782,1226,2434,"Observations",1990-12-05 04:00:00,NA,NA,19284,7.964,NA,NA,NA,"SLA",12,-65.74,18.31,TRUE,FALSE,7.964,NA
51714,782,1226,2434,"Observations",1992-06-05 04:00:00,NA,NA,39521,7.964,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,7.964,NA
51719,782,1226,2434,"Observations",1992-07-07 04:00:00,NA,NA,31145,8.097,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,8.097,NA
51724,782,1226,2434,"Observations",1990-09-11 04:00:00,NA,NA,51196,8.15,NA,NA,NA,"SLA",9,-65.74,18.31,TRUE,FALSE,8.15,NA
51729,782,1226,2434,"Observations",1992-04-21 04:00:00,NA,NA,360,8.882,NA,NA,NA,"SLA",4,-65.74,18.31,TRUE,FALSE,8.882,NA
51734,782,1226,2434,"Observations",1991-02-25 04:00:00,NA,NA,820,8.913,NA,NA,NA,"SLA",2,-65.74,18.31,TRUE,FALSE,8.913,NA
51739,782,1226,2434,"Observations",1990-09-14 04:00:00,NA,NA,1361,9.09,NA,NA,NA,"SLA",9,-65.74,18.31,TRUE,FALSE,9.09,NA
51744,782,1226,2434,"Observations",1990-07-30 04:00:00,NA,NA,5737,9.196,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,9.196,NA
51749,782,1226,2434,"Observations",1990-12-11 04:00:00,NA,NA,230,9.237,NA,NA,NA,"SLA",12,-65.74,18.31,TRUE,FALSE,9.237,NA
51754,782,1226,2434,"Observations",1990-12-05 04:00:00,NA,NA,26956,9.498,NA,NA,NA,"SLA",12,-65.74,18.31,TRUE,FALSE,9.498,NA
51759,782,1226,2434,"Observations",1990-08-01 04:00:00,NA,NA,27192,9.7,NA,NA,NA,"SLA",8,-65.74,18.31,TRUE,FALSE,9.7,NA
51764,782,1226,2434,"Observations",1990-08-03 04:00:00,NA,NA,45524,9.756,NA,NA,NA,"SLA",8,-65.74,18.31,TRUE,FALSE,9.756,NA
51769,782,1226,2434,"Observations",1990-08-03 04:00:00,NA,NA,44738,9.764,NA,NA,NA,"SLA",8,-65.74,18.31,TRUE,FALSE,9.764,NA
51774,782,1226,2434,"Observations",1990-12-12 04:00:00,NA,NA,2467,9.946,NA,NA,NA,"SLA",12,-65.74,18.31,TRUE,FALSE,9.946,NA
51779,782,1226,2434,"Observations",1992-06-03 04:00:00,NA,NA,43171,10.08,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,10.08,NA
51784,782,1226,2434,"Observations",1990-10-30 04:00:00,NA,NA,51197,10.18,NA,NA,NA,"SLA",10,-65.74,18.31,TRUE,FALSE,10.18,NA
51789,782,1226,2434,"Observations",1990-12-05 04:00:00,NA,NA,51198,10.2,NA,NA,NA,"SLA",12,-65.74,18.31,TRUE,FALSE,10.2,NA
51794,782,1226,2434,"Observations",1992-06-22 04:00:00,NA,NA,2468,10.38,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,10.38,NA
51799,782,1226,2434,"Observations",1992-06-15 04:00:00,NA,NA,130,10.8,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,10.8,NA
51804,782,1226,2434,"Observations",1993-06-16 04:00:00,NA,NA,17357,10.92,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,10.92,NA
51809,782,1226,2434,"Observations",1991-12-05 04:00:00,NA,NA,25998,11.26,NA,NA,NA,"SLA",12,-65.74,18.31,TRUE,FALSE,11.26,NA
51814,782,1226,2434,"Observations",1990-09-17 04:00:00,NA,NA,51199,11.54,NA,NA,NA,"SLA",9,-65.74,18.31,TRUE,FALSE,11.54,NA
51819,782,1226,2434,"Observations",1992-06-15 04:00:00,NA,NA,21983,11.71,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,11.71,NA
51824,782,1226,2434,"Observations",1992-06-19 04:00:00,NA,NA,426,11.93,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,11.93,NA
51829,782,1226,2434,"Observations",1993-07-07 04:00:00,NA,NA,51200,11.96,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,11.96,NA
51834,782,1226,2434,"Observations",1992-06-04 04:00:00,NA,NA,1309,11.97,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,11.97,NA
51839,782,1226,2434,"Observations",1991-03-04 04:00:00,NA,NA,27848,11.97,NA,NA,NA,"SLA",3,-65.74,18.31,TRUE,FALSE,11.97,NA
51844,782,1226,2434,"Observations",1992-06-30 04:00:00,NA,NA,26112,12.05,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,12.05,NA
51849,782,1226,2434,"Observations",1992-06-03 04:00:00,NA,NA,5817,12.39,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,12.39,NA
51854,782,1226,2434,"Observations",1991-06-11 04:00:00,NA,NA,42997,12.49,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,12.49,NA
51864,782,1226,2434,"Observations",1992-06-05 04:00:00,NA,NA,903,12.84,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,12.84,NA
51874,782,1226,2434,"Observations",1993-06-23 04:00:00,NA,NA,1422,12.86,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,12.86,NA
51879,782,1226,2434,"Observations",1992-06-04 04:00:00,NA,NA,879,13.06,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,13.06,NA
51884,782,1226,2434,"Observations",1990-12-05 04:00:00,NA,NA,858,13.25,NA,NA,NA,"SLA",12,-65.74,18.31,TRUE,FALSE,13.25,NA
51889,782,1226,2434,"Observations",1991-12-18 04:00:00,NA,NA,11272,13.52,NA,NA,NA,"SLA",12,-65.74,18.31,TRUE,FALSE,13.52,NA
51894,782,1226,2434,"Observations",1992-05-14 04:00:00,NA,NA,32292,13.73,NA,NA,NA,"SLA",5,-65.74,18.31,TRUE,FALSE,13.73,NA
51899,782,1226,2434,"Observations",1990-07-30 04:00:00,NA,NA,421,13.76,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,13.76,NA
51904,782,1226,2434,"Observations",1991-03-11 04:00:00,NA,NA,1025,13.84,NA,NA,NA,"SLA",3,-65.74,18.31,TRUE,FALSE,13.84,NA
51909,782,1226,2434,"Observations",1990-07-30 04:00:00,NA,NA,1380,14.05,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,14.05,NA
51914,782,1226,2434,"Observations",1990-08-27 04:00:00,NA,NA,51214,14.07,NA,NA,NA,"SLA",8,-65.74,18.31,TRUE,FALSE,14.07,NA
51919,782,1226,2434,"Observations",1990-08-03 04:00:00,NA,NA,26734,14.12,NA,NA,NA,"SLA",8,-65.74,18.31,TRUE,FALSE,14.12,NA
51924,782,1226,2434,"Observations",1990-10-19 04:00:00,NA,NA,33851,14.21,NA,NA,NA,"SLA",10,-65.74,18.31,TRUE,FALSE,14.21,NA
51929,782,1226,2434,"Observations",1992-01-09 04:00:00,NA,NA,35684,14.36,NA,NA,NA,"SLA",1,-65.74,18.31,TRUE,FALSE,14.36,NA
51939,782,1226,2434,"Observations",1992-06-03 04:00:00,NA,NA,38502,14.42,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,14.42,NA
51944,782,1226,2434,"Observations",1991-02-26 04:00:00,NA,NA,19614,14.46,NA,NA,NA,"SLA",2,-65.74,18.31,TRUE,FALSE,14.46,NA
51949,782,1226,2434,"Observations",1990-07-30 04:00:00,NA,NA,41617,14.68,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,14.68,NA
51954,782,1226,2434,"Observations",1992-07-16 04:00:00,NA,NA,32156,14.85,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,14.85,NA
51959,782,1226,2434,"Observations",1990-07-30 04:00:00,NA,NA,406,15.07,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,15.07,NA
51964,782,1226,2434,"Observations",1990-12-05 04:00:00,NA,NA,10766,15.28,NA,NA,NA,"SLA",12,-65.74,18.31,TRUE,FALSE,15.28,NA
51969,782,1226,2434,"Observations",1990-08-03 04:00:00,NA,NA,281,15.29,NA,NA,NA,"SLA",8,-65.74,18.31,TRUE,FALSE,15.29,NA
51974,782,1226,2434,"Observations",1992-06-12 04:00:00,NA,NA,16602,15.35,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,15.35,NA
51979,782,1226,2434,"Observations",1990-08-23 04:00:00,NA,NA,26817,15.56,NA,NA,NA,"SLA",8,-65.74,18.31,TRUE,FALSE,15.56,NA
51984,782,1226,2434,"Observations",1990-10-09 04:00:00,NA,NA,43890,15.64,NA,NA,NA,"SLA",10,-65.74,18.31,TRUE,FALSE,15.64,NA
51989,782,1226,2434,"Observations",1992-05-14 04:00:00,NA,NA,25928,15.68,NA,NA,NA,"SLA",5,-65.74,18.31,TRUE,FALSE,15.68,NA
51999,782,1226,2434,"Observations",1992-06-09 04:00:00,NA,NA,43730,16.01,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,16.01,NA
52009,782,1226,2434,"Observations",1992-06-04 04:00:00,NA,NA,16613,16.28,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,16.28,NA
52014,782,1226,2434,"Observations",1992-06-03 04:00:00,NA,NA,857,16.36,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,16.36,NA
52019,782,1226,2434,"Observations",1990-11-06 04:00:00,NA,NA,49256,16.74,NA,NA,NA,"SLA",11,-65.74,18.31,TRUE,FALSE,16.74,NA
52024,782,1226,2434,"Observations",1992-07-07 04:00:00,NA,NA,1364,16.77,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,16.77,NA
52029,782,1226,2434,"Observations",1993-08-21 04:00:00,NA,NA,10766,17.1,NA,NA,NA,"SLA",8,-65.74,18.31,TRUE,FALSE,17.1,NA
52034,782,1226,2434,"Observations",1992-08-03 04:00:00,NA,NA,363,17.36,NA,NA,NA,"SLA",8,-65.74,18.31,TRUE,FALSE,17.36,NA
52044,782,1226,2434,"Observations",1990-08-31 04:00:00,NA,NA,912,17.62,NA,NA,NA,"SLA",8,-65.74,18.31,TRUE,FALSE,17.62,NA
52049,782,1226,2434,"Observations",1990-07-30 04:00:00,NA,NA,621,17.63,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,17.63,NA
52054,782,1226,2434,"Observations",1990-08-27 04:00:00,NA,NA,381,17.93,NA,NA,NA,"SLA",8,-65.74,18.31,TRUE,FALSE,17.93,NA
52064,782,1226,2434,"Observations",1990-11-08 04:00:00,NA,NA,48095,18.02,NA,NA,NA,"SLA",11,-65.74,18.31,TRUE,FALSE,18.02,NA
52069,782,1226,2434,"Observations",1992-07-01 04:00:00,NA,NA,3229,18.15,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,18.15,NA
52074,782,1226,2434,"Observations",1992-07-06 04:00:00,NA,NA,530,18.19,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,18.19,NA
52079,782,1226,2434,"Observations",1992-06-09 04:00:00,NA,NA,51205,18.43,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,18.43,NA
52084,782,1226,2434,"Observations",1993-08-12 04:00:00,NA,NA,305,18.48,NA,NA,NA,"SLA",8,-65.74,18.31,TRUE,FALSE,18.48,NA
52094,782,1226,2434,"Observations",1992-06-03 04:00:00,NA,NA,24238,18.56,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,18.56,NA
52099,782,1226,2434,"Observations",1992-06-09 04:00:00,NA,NA,25386,18.63,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,18.63,NA
52104,782,1226,2434,"Observations",1992-06-15 04:00:00,NA,NA,5793,18.94,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,18.94,NA
52109,782,1226,2434,"Observations",1992-07-06 04:00:00,NA,NA,32420,19.05,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,19.05,NA
52114,782,1226,2434,"Observations",1990-07-30 04:00:00,NA,NA,72,19.18,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,19.18,NA
52119,782,1226,2434,"Observations",1992-07-15 04:00:00,NA,NA,8751,19.21,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,19.21,NA
52124,782,1226,2434,"Observations",1992-06-09 04:00:00,NA,NA,51206,19.69,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,19.69,NA
52129,782,1226,2434,"Observations",1991-06-11 04:00:00,NA,NA,45516,19.74,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,19.74,NA
52134,782,1226,2434,"Observations",1992-06-05 04:00:00,NA,NA,3170,19.79,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,19.79,NA
52139,782,1226,2434,"Observations",1990-07-30 04:00:00,NA,NA,693,19.84,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,19.84,NA
52144,782,1226,2434,"Observations",1993-05-10 04:00:00,NA,NA,13405,20.03,NA,NA,NA,"SLA",5,-65.74,18.31,TRUE,FALSE,20.03,NA
52149,782,1226,2434,"Observations",1992-06-04 04:00:00,NA,NA,28934,20.1,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,20.1,NA
52154,782,1226,2434,"Observations",1992-07-06 04:00:00,NA,NA,31114,20.14,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,20.14,NA
52159,782,1226,2434,"Observations",1992-07-08 04:00:00,NA,NA,51207,20.15,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,20.15,NA
52169,782,1226,2434,"Observations",1992-07-23 04:00:00,NA,NA,5781,20.65,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,20.65,NA
52174,782,1226,2434,"Observations",1992-06-12 04:00:00,NA,NA,5875,20.67,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,20.67,NA
52179,782,1226,2434,"Observations",1992-07-08 04:00:00,NA,NA,31309,20.83,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,20.83,NA
52184,782,1226,2434,"Observations",1992-06-05 04:00:00,NA,NA,41584,21.25,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,21.25,NA
52189,782,1226,2434,"Observations",1991-02-26 04:00:00,NA,NA,35058,21.36,NA,NA,NA,"SLA",2,-65.74,18.31,TRUE,FALSE,21.36,NA
52194,782,1226,2434,"Observations",1992-07-08 04:00:00,NA,NA,42706,21.51,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,21.51,NA
52199,782,1226,2434,"Observations",1992-06-04 04:00:00,NA,NA,280,21.82,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,21.82,NA
52204,782,1226,2434,"Observations",1992-07-30 04:00:00,NA,NA,51208,22.39,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,22.39,NA
52209,782,1226,2434,"Observations",1995-02-08 04:00:00,NA,NA,9248,22.47,NA,NA,NA,"SLA",2,-65.74,18.31,TRUE,FALSE,22.47,NA
52214,782,1226,2434,"Observations",1993-03-11 04:00:00,NA,NA,25655,22.56,NA,NA,NA,"SLA",3,-65.74,18.31,TRUE,FALSE,22.56,NA
52219,782,1226,2434,"Observations",1990-07-30 04:00:00,NA,NA,704,23.08,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,23.08,NA
52224,782,1226,2434,"Observations",1990-08-31 04:00:00,NA,NA,35050,23.8,NA,NA,NA,"SLA",8,-65.74,18.31,TRUE,FALSE,23.8,NA
52229,782,1226,2434,"Observations",1990-07-30 04:00:00,NA,NA,4190,23.83,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,23.83,NA
52234,782,1226,2434,"Observations",1992-06-03 04:00:00,NA,NA,31837,24.21,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,24.21,NA
52239,782,1226,2434,"Observations",1992-06-03 04:00:00,NA,NA,880,24.64,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,24.64,NA
52244,782,1226,2434,"Observations",2001-11-15 04:00:00,NA,NA,15328,24.64,NA,NA,NA,"SLA",11,-65.74,18.31,TRUE,FALSE,24.64,NA
52249,782,1226,2434,"Observations",1992-01-28 04:00:00,NA,NA,1116,24.7,NA,NA,NA,"SLA",1,-65.74,18.31,TRUE,FALSE,24.7,NA
52254,782,1226,2434,"Observations",1990-08-31 04:00:00,NA,NA,22762,24.83,NA,NA,NA,"SLA",8,-65.74,18.31,TRUE,FALSE,24.83,NA
52259,782,1226,2434,"Observations",1992-06-12 04:00:00,NA,NA,1354,24.96,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,24.96,NA
52264,782,1226,2434,"Observations",1991-11-13 04:00:00,NA,NA,51209,24.98,NA,NA,NA,"SLA",11,-65.74,18.31,TRUE,FALSE,24.98,NA
52269,782,1226,2434,"Observations",2001-06-20 04:00:00,NA,NA,7532,25.02,NA,NA,NA,"SLA",6,-65.74,18.31,TRUE,FALSE,25.02,NA
52274,782,1226,2434,"Observations",1990-11-07 04:00:00,NA,NA,5606,25.53,NA,NA,NA,"SLA",11,-65.74,18.31,TRUE,FALSE,25.53,NA
52279,782,1226,2434,"Observations",1990-07-30 04:00:00,NA,NA,2148,25.81,NA,NA,NA,"SLA",7,-65.74,18.31,TRUE,FALSE,25.81,NA
